model,family,size_tier,release_period,grid,benchmark,task,metric,score,samples,estimated_input_tokens,estimated_max_output_tokens,estimated_cost_usd,input_price_per_m,output_price_per_m,reasoning_cost_control,replication_status,run_status,log_path,metric_observed,completed_samples,total_samples,input_tokens_actual,output_tokens_actual,reasoning_tokens_actual,actual_cost_usd,actual_cost_method,error
meta-llama/llama-3.2-3b-instruct,Llama,S/3B,2024-Q3,within-family scaling,ValuePrism,value_prism_relevance,accuracy,0.6243360805860806,43680,1428299,1048320,0.423888,0.0509,0.335,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.2-3b-instruct/value_prism_relevance/2026-05-28T11-48-07-00-00_value-prism-relevance_5BQTuaA4o4yZSovAAAe7oT.eval,accuracy,43680,43680,3006813,109073,0,0.189586,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.2-3b-instruct,Llama,S/3B,2024-Q3,within-family scaling,ValuePrism,value_prism_valence,accuracy,0.4649725274725275,21840,954173,698880,0.282692,0.0509,0.335,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.2-3b-instruct/value_prism_valence/2026-05-28T12-08-05-00-00_value-prism-valence_Db2MFx6Dudh4vfV6AJVHYn.eval,accuracy,21840,21840,1743526,66665,0,0.111078,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.2-3b-instruct,Llama,S/3B,2024-Q3,within-family scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,2182,761659,174560,0.097246,0.0509,0.335,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.2-3b-instruct/ccd_bench_selection/2026-07-06T19-25-18-00-00_ccd-bench-selection_EyLrAT4Cnp4zBoxeEFXSrh.eval,mean,2182,2182,781922,121980,0,0.080663,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,UniMoral,unimoral_action_prediction,accuracy,0.6287568306010929,8784,1721258,562176,0.062534,0.02,0.05,,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.1-8b-instruct/unimoral_action_prediction/2026-05-28T12-32-49-00-00_unimoral-action-prediction_gdb7FdxYjGhbdzfT7Dzfx6.eval,accuracy,8784,8784,2266490,55284,0,0.048094,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,UniMoral,unimoral_moral_typology,accuracy,0.5950744558991982,3492,846863,1787904,0.106332,0.02,0.05,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.1-8b-instruct/unimoral_moral_typology/2026-05-28T12-36-09-00-00_unimoral-moral-typology_bgQhYrmM7eqnDLD2bo2wNf.eval,accuracy,3492,3492,1080130,27878,0,0.022996,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,UniMoral,unimoral_factor_attribution,accuracy,0.599942726231386,3492,936335,1787904,0.108122,0.02,0.05,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.1-8b-instruct/unimoral_factor_attribution/2026-05-28T12-37-41-00-00_unimoral-factor-attribution_BZBvCgd645m3gsR7CtQhhe.eval,accuracy,3492,3492,1169044,26427,0,0.024702,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.1246885571986021,1782,309888,912384,0.051817,0.02,0.05,,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.1-8b-instruct/unimoral_consequence_generation/2026-05-28T12-39-18-00-00_unimoral-consequence-generation_Ji867nzHES3wA4gxkVoCjk.eval,mean,1782,1782,411037,66423,0,0.011542,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,ValuePrism,value_prism_relevance,accuracy,0.6415064102564103,43680,1428299,1048320,0.080982,0.02,0.05,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.1-8b-instruct/value_prism_relevance/2026-05-28T12-40-58-00-00_value-prism-relevance_82HuBCSJwvRRp7KsZPiG5r.eval,accuracy,43680,43680,2019400,90746,0,0.044925,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,ValuePrism,value_prism_valence,accuracy,0.3846611721611722,21840,954173,698880,0.054027,0.02,0.05,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.1-8b-instruct/value_prism_valence/2026-05-28T12-53-40-00-00_value-prism-valence_ntp2zhQwY9nJQUMvm9C6m3.eval,accuracy,21840,21840,1253662,65689,0,0.028358,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,2182,761659,174560,0.023961,0.02,0.05,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.1-8b-instruct/ccd_bench_selection/2026-05-28T12-59-58-00-00_ccd-bench-selection_A5wvfVJzYVaujmfj3ajAXg.eval,mean,2182,2182,792269,123128,0,0.022002,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,UniMoral,unimoral_action_prediction,accuracy,0.6679189435336976,8784,1721258,562176,0.352022,0.1,0.32,,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.3-70b-instruct/unimoral_action_prediction/2026-05-28T13-03-30-00-00_unimoral-action-prediction_PYa9WY4sBfcbE9HrWrXM9e.eval,accuracy,8784,8784,2312317,52636,0,0.248075,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,UniMoral,unimoral_moral_typology,accuracy,0.5990836197021764,3492,846863,1787904,0.656816,0.1,0.32,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.3-70b-instruct/unimoral_moral_typology/2026-05-28T13-09-34-00-00_unimoral-moral-typology_Lb68ZWbDeoVxh5gYhtLjE3.eval,accuracy,3492,3492,1096879,28024,0,0.118656,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,UniMoral,unimoral_factor_attribution,accuracy,0.634020618556701,3492,936335,1787904,0.665763,0.1,0.32,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.3-70b-instruct/unimoral_factor_attribution/2026-05-28T13-12-29-00-00_unimoral-factor-attribution_imRiubGCx4MTnpQ2ftPVqM.eval,accuracy,3492,3492,1190970,25483,0,0.127252,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.14135533039529066,1782,309888,912384,0.322952,0.1,0.32,,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.3-70b-instruct/unimoral_consequence_generation/2026-05-28T13-15-16-00-00_unimoral-consequence-generation_aPJPKH4DeYhWf4RqYos47a.eval,mean,1782,1782,420985,72535,0,0.065310,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,ValuePrism,value_prism_relevance,accuracy,0.7006868131868131,43680,1428299,1048320,0.478292,0.1,0.32,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.3-70b-instruct/value_prism_relevance/2026-05-28T13-18-30-00-00_value-prism-relevance_jQBpVi2b2bKLYtsNSTAjQH.eval,accuracy,43680,43680,2234118,97307,0,0.254550,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,ValuePrism,value_prism_valence,accuracy,0.7467948717948718,21840,954173,698880,0.319059,0.1,0.32,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.3-70b-instruct/value_prism_valence/2026-05-28T13-41-39-00-00_value-prism-valence_ZyLgvT5Fzp6sXNLnb5SERF.eval,accuracy,21840,21840,1359435,64056,0,0.156441,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,2182,761659,174560,0.132025,0.1,0.32,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/meta-llama__llama-3.3-70b-instruct/ccd_bench_selection/2026-05-28T13-53-45-00-00_ccd-bench-selection_QBeMchSb5GsEu4Tvkwn4qi.eval,mean,2182,2182,798055,125322,0,0.119909,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.6349043715846995,8784,1721258,562176,0.125068,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen-2.5-7b-instruct/unimoral_action_prediction/2026-05-28T13-58-13-00-00_unimoral-action-prediction_aebTCf5hbXZ7ekx9iYunjr.eval,accuracy,8784,8784,2874752,52704,0,0.120260,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.5555555555555556,3492,846863,1787904,0.212665,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen-2.5-7b-instruct/unimoral_moral_typology/2026-05-28T14-11-37-00-00_unimoral-moral-typology_645NR4ToVroFS4ftEzdo2N.eval,accuracy,3492,3492,1328023,27664,0,0.055887,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.5730240549828178,3492,936335,1787904,0.216244,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen-2.5-7b-instruct/unimoral_factor_attribution/2026-05-28T14-16-31-00-00_unimoral-factor-attribution_YwS3KPLi9o7HPLufDjXo8r.eval,accuracy,3492,3492,1423879,22689,0,0.059224,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.12363962733422605,1782,309888,912384,0.103634,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen-2.5-7b-instruct/unimoral_consequence_generation/2026-05-28T14-21-43-00-00_unimoral-consequence-generation_aUcx2UrMQgHeroUL6QyJy7.eval,mean,1782,1782,525709,79502,0,0.028979,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,ValuePrism,value_prism_relevance,accuracy,0.6236034798534799,43680,1428299,1048320,0.161964,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen-2.5-7b-instruct/value_prism_relevance/2026-05-28T14-25-26-00-00_value-prism-relevance_hFsymng7hmJQgQCWEgMjcn.eval,accuracy,43680,43680,2892928,87360,0,0.124453,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,ValuePrism,value_prism_valence,accuracy,0.5231684981684982,21840,954173,698880,0.108055,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen-2.5-7b-instruct/value_prism_valence/2026-05-28T15-43-28-00-00_value-prism-valence_jkj6gNkb52D5h6m9m8PHy7.eval,accuracy,21840,21840,1677415,57198,0,0.072816,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,2182,761659,174560,0.047922,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen-2.5-7b-instruct/ccd_bench_selection/2026-05-28T16-20-18-00-00_ccd-bench-selection_KJnsRmrNWnnNJxdbLPDFjT.eval,mean,2182,2182,844038,84294,0,0.042191,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.6527777777777778,8784,1721258,562176,0.153177,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen3.5-9b/unimoral_action_prediction/2026-05-28T16-25-31-00-00_unimoral-action-prediction_6DYGzyWDYjRo4UoGPTUHwt.eval,accuracy,8784,8784,2016810,52965,0,0.088617,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.5979381443298969,3492,846863,1787904,0.302060,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen3.5-9b/unimoral_moral_typology/2026-05-28T16-33-39-00-00_unimoral-moral-typology_StTrafJVevgT6AmyGmXc8E.eval,accuracy,3492,3492,1003324,29688,0,0.044586,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.5750286368843069,3492,936335,1787904,0.305639,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen3.5-9b/unimoral_factor_attribution/2026-05-28T16-37-02-00-00_unimoral-factor-attribution_borXM45MyrGpHe7h3MJBL8.eval,accuracy,3492,3492,1101257,27978,0,0.048247,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.09685970965247136,1782,309888,912384,0.149253,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen3.5-9b/unimoral_consequence_generation/2026-05-28T16-39-43-00-00_unimoral-consequence-generation_G4sWiXpnd4Z4i8durqrMsz.eval,mean,1782,1782,382361,62786,0,0.024712,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,ValuePrism,value_prism_relevance,accuracy,0.6730998168498169,43680,1428299,1048320,0.214380,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen3.5-9b/value_prism_relevance/2026-05-28T16-42-05-00-00_value-prism-relevance_nha6HRhfRhP9gDQCnCLzAd.eval,accuracy,43680,43680,2183509,87451,0,0.100458,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,ValuePrism,value_prism_valence,accuracy,0.7100274725274726,21840,954173,698880,0.142999,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen3.5-9b/value_prism_valence/2026-05-28T17-20-08-00-00_value-prism-valence_Xuum2B29F5gMkr3u8327gU.eval,accuracy,21840,21840,1331781,70670,0,0.063872,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,2182,761659,174560,0.056650,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-selected-grid-moral-psych-full/logs/qwen__qwen3.5-9b/ccd_bench_selection/2026-05-28T17-32-31-00-00_ccd-bench-selection_5cN6KUCRYGuDJP8xm2HkWf.eval,mean,2182,2182,840317,98405,0,0.048373,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.07627504553734062,8784,1721258,562176,1.484232,0.65,0.65,,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-2-27b-it/unimoral_action_prediction/2026-05-28T17-35-53-00-00_unimoral-action-prediction_LsP4pqFrM7YdGEs28vtj6u.eval,accuracy,8784,8784,1841955,105598,0,1.265909,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.6199885452462772,3492,846863,1787904,1.712599,0.65,0.65,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-2-27b-it/unimoral_moral_typology/2026-05-28T17-46-11-00-00_unimoral-moral-typology_jkCG9bnqxFPdLvNs72NSje.eval,accuracy,3492,3492,883433,43052,0,0.602215,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.6368843069873997,3492,936335,1787904,1.770755,0.65,0.65,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-2-27b-it/unimoral_factor_attribution/2026-05-28T17-50-59-00-00_unimoral-factor-attribution_5HnPr27vQeBKPL6Mc6LfkT.eval,accuracy,3492,3492,957758,38836,0,0.647786,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.05801749804410513,1782,309888,912384,0.794477,0.65,0.65,,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-2-27b-it/unimoral_consequence_generation/2026-05-28T17-55-48-00-00_unimoral-consequence-generation_A4BTpLfMUFie77swQWBPGZ.eval,mean,1782,1782,333875,56570,0,0.253789,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,ValuePrism,value_prism_relevance,accuracy,,43680,1428299,1048320,1.609802,0.65,0.65,,Closest feasible prompt-classification route; not Kaleido model replication.,error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-2-27b-it/value_prism_relevance/2026-05-28T18-00-32-00-00_value-prism-relevance_UCTNFFvfDnifY9dfDyZ4aq.eval,,,,764931,94123,0,0.558385,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; see eval log
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,ValuePrism,value_prism_valence,accuracy,,21840,954173,698880,1.074484,0.65,0.65,,Closest feasible prompt-classification route; not Kaleido model replication.,error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-2-27b-it/value_prism_valence/2026-05-28T18-16-22-00-00_value-prism-valence_TV3eYMpJgSEzxTGLosLzNa.eval,,,,97945,34716,0,0.086230,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; see eval log
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,,2182,761659,174560,0.608542,0.65,0.65,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-2-27b-it/ccd_bench_selection/2026-07-06T19-25-18-00-00_ccd-bench-selection_cteQsfCbpMeivCBg2QZiy2.eval,,,,630499,70747,0,0.455810,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; OpenRouter returned 402 insufficient credits after partial progress; see eval log
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,UniMoral,unimoral_action_prediction,accuracy,,8784,1721258,562176,0.414556,0.12,0.37,,Benchmark-faithful task; paper model roster only partially available in current grid.,error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-4-31b-it/unimoral_action_prediction/2026-07-06T19-25-20-00-00_unimoral-action-prediction_JTTB7Q8eSPMYY2mmpi23DR.eval,,,,388514,12487,3226,0.052435,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; OpenRouter returned 402 insufficient credits after partial progress; see eval log
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,UniMoral,unimoral_moral_typology,accuracy,,3492,846863,1787904,0.763148,0.12,0.37,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-4-31b-it/unimoral_moral_typology/2026-07-06T19-25-19-00-00_unimoral-moral-typology_V5VEwDjn7PnaKKwuPJxyRa.eval,,,,394034,16866,0,0.053525,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; OpenRouter returned 402 insufficient credits after partial progress; see eval log
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,UniMoral,unimoral_factor_attribution,accuracy,,3492,936335,1787904,0.773885,0.12,0.37,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-4-31b-it/unimoral_factor_attribution/2026-07-06T19-25-19-00-00_unimoral-factor-attribution_8vNrETBRktd6BwBfBQfK2T.eval,,,,482037,12998,154,0.062711,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; OpenRouter returned 402 insufficient credits after partial progress; see eval log
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,,1782,309888,912384,0.374769,0.12,0.37,,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-4-31b-it/unimoral_consequence_generation/2026-07-06T19-25-19-00-00_unimoral-consequence-generation_UwExntHjymamt6xXhNWaZQ.eval,,,,191786,35446,3023,0.037248,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; OpenRouter returned 402 insufficient credits after partial progress; see eval log
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,ValuePrism,value_prism_relevance,accuracy,,43680,1428299,1048320,0.559274,0.12,0.37,,Closest feasible prompt-classification route; not Kaleido model replication.,error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-4-31b-it/value_prism_relevance/2026-05-28T18-28-20-00-00_value-prism-relevance_FiSe6i3u2zVDT8HWfM5wwv.eval,,,,3658,148,0,0.000494,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; see eval log
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,ValuePrism,value_prism_valence,accuracy,,21840,954173,698880,0.373086,0.12,0.37,,Closest feasible prompt-classification route; not Kaleido model replication.,error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-4-31b-it/value_prism_valence/2026-05-28T18-28-49-00-00_value-prism-valence_7cYCKqwM6w4m4djuz5j9pD.eval,,,,3044,119,0,0.000409,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; see eval log
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,,2182,761659,174560,0.155986,0.12,0.37,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",error,results/openrouter-selected-grid-moral-psych-full/logs/google__gemma-4-31b-it/ccd_bench_selection/2026-07-06T19-25-18-00-00_ccd-bench-selection_4oXSapAQFyEj3a5JHZcdU8.eval,,,,16070,1727,0,0.002567,input + output + reasoning tokens at OpenRouter metadata rates,subprocess exited 2; provider route error after partial progress; see eval log
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.45275500910746813,8784,1721258,562176,0.777127,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3-0324/unimoral_action_prediction/2026-05-28T18-29-53-00-00_unimoral-action-prediction_YAHH59Cp42j5tfJJhiWmYi.eval,accuracy,8784,8784,1949847,54110,0,0.431634,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.5821878579610539,3492,846863,1787904,1.546059,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-selected-grid-moral-psych-full/logs/deepseek__deepseek-chat-v3-0324/unimoral_moral_typology/2026-05-28T18-41-20-00-00_unimoral-moral-typology_hWGmU3oveZ4TRDsjdswzU3.eval,accuracy,3492,3492,949574,29775,0,0.212842,input + output + reasoning tokens at OpenRouter metadata rates,
